Name,Categories,Address,City,State,Postcode,Phone,Website,Email,Fax,latitude,longitude,ABN 2,ACN,Employees,Established,Licence No.,ABN Status,ABN,ABN Type,Country,Banner,Corporate,Corporate 2
TerryWhite Chemmart Essington Lewis,Chemist & Pharmacy Stores,94 Essington Lewis Ave,Whyalla,SA,5600,(08) 8645 8777,https://www.terrywhitechemmart.com.au/,essingtonlewis@terrywhitechemmart.com.au,,-33.03754,137.573247,,,,,,Active,96 626 005 883,Business Name,AUS,Terry White,EBO,EBO
TerryWhite Chemmart Flagstone Medical Centre,Chemist & Pharmacy Stores,Shop 3 8-12 Wild Mint Dr,Flagstone,QLD,4280,(07) 5548 7710,http://www.terrywhitechemmart.com.au,flagstonemedical@terrywhitechemmart.com.au,,-27.807808,152.951215,,,,,,Active,86 732 775 891,Business Name,AUS,Terry White,EBO,EBO
TerryWhite Chemmart Fulham,Chemist & Pharmacy Stores,2/ 520 Henley Beach Rd,Fulham,SA,5024,(08) 8356 2697,www.chemmart.com.au,,,-34.926082,138.517272,12 710 511 488,,,,,,,,AUS,Terry White,EBO,EBO
TerryWhite Chemmart Gambier City,Chemist & Pharmacy Stores,Centro Shopping Centre 21 Helen St,Mt Gambier,SA,5290,(08) 8725 8700,https://www.terrywhitechemmart.com.au/,GambierCity@TerryWhiteChemmart.com.au,,-37.829976,140.77625,,,Nov-20,,,,,,AUS,Terry White,EBO,EBO
TerryWhite Chemmart Goondiwindi,Chemist & Pharmacy Stores,95 Marshall St,Goondiwindi,QLD,4390,(07) 4671 1151,,,,-28.546413,150.306106,,,,,,,,,AUS,Terry White,EBO,EBO
Terrywhite Chemmart Happy Valley,Chemist & Pharmacy Stores,,Happy Valley,SA,5159,(08) 8381 6018,www.chemmart.com.au,,,-35.0824407,138.5622724,11 828 384 385,,,,,Active,11 828 384 385,Business Name,AUS,Terry White,EBO,EBO
Terrywhite Chemmart Hazelwood Park,Chemist & Pharmacy Stores,537 Glynburn Rd,Hazelwood Park,SA,5066,(08) 8331 8162,,hpkpharmacy@adam.com.au,,-34.939691,138.659911,67 082 224 333,,1-Oct,2000,,Active,67 082 224 333,Business Name,AUS,Terry White,EBO,EBO
TerryWhite Chemmart Ipswich,Chemist & Pharmacy Stores,Ipswich Mall Shop 601-602 Ipswich City Sq,Ipswich,QLD,4305,(07) 3281 8161,,,,-27.61842,152.75376,,,,,,Active,52 189 284 752,Business Name,AUS,Terry White,EBO,EBO
Terrywhite Chemmart Junction Fair,Chemist & Pharmacy Stores,,The Junction,NSW,2291,(02) 4962 1599,www.chemmart.com.au,junctionfair@chemmartpharmacy.com.au,,-32.938199,151.7599661,41 760 654 421,,,,,Active,41 760 654 421,Business Name,AUS,Terry White,EBO,EBO
TerryWhite Chemmart Kelso,Chemist & Pharmacy Stores,"Shop 8, Trinity Heights Shopping Centre, Cnr Gilmour Street and Marsden Lane",Kelso,NSW,2795,(02) 6334 2238,https://www.terrywhitechemmart.com.au/,,,-33.405386,149.599452,,,,,,Active,96 123 563 812,Business Name,AUS,Terry White,EBO,EBO
TerryWhite Chemmart Keperra,Chemist & Pharmacy Stores,"Great Western Super Centre, Cnr Samford and Settlement Rd",Keperra,QLD,4054,(07) 3351 7600,https://www.disabilitysupportcentre.com.au/,keperra@terrywhitechemmart.com.au,,-27.416575,152.94961,55 776 346 414,,,2000,Able to provide the relevant service to you.,,,,AUS,Terry White,EBO,EBO
TerryWhite Chemmart Largs Bay,Chemist & Pharmacy Stores,240A Fletcher Rd,Largs Bay,SA,5016,(08) 8449 7172,https://www.terrywhitechemmart.com.au/stores/sa/terrywhite-chemmart-largs-bay/,largsbay@terrywhitechemmart.com.au,,-34.821257,138.494737,,,,,,,,,AUS,Terry White,EBO,EBO
TerryWhite Chemmart Latrobe,Chemist & Pharmacy Stores,45A Gilbert St,Latrobe,TAS,7307,(03) 6426 1102,https://shop.terrywhitechemmart.com.au/,Latrobe@twcmgroup.com,,-41.23471,146.40782,,,,,,Active,36 169 707 984,Business Name,AUS,Terry White,EBO,EBO
TerryWhite Chemmart Maitland,Chemist & Pharmacy Stores,425 High St,Maitland,NSW,2320,(02) 4934 1025,https://www.terrywhitechemmart.com.au/store-locator/,maitland@terrywhitechemmart.com.au,,-32.731936,151.555376,,,,,,Active,25 151 384 897,Business Name,AUS,Terry White,EBO,EBO
TerryWhite Chemmart Maitland,Chemist & Pharmacy Stores,425 High St,Maitland,NSW,2320,(02) 4934 1025,https://www.terrywhitechemmart.com.au/store-locator/,maitland@terrywhitechemmart.com.au,,-32.731936,151.555376,,,,,,Active,25 151 384 897,Business Name,AUS,Terry White,EBO,EBO
TerryWhite Chemmart Mandurah Forum,Chemist & Pharmacy Stores,Shop 69 Mandurah Forum Shopping Centre 330 Pinjarra Rd,Mandurah,WA,6210,(08) 9535 7888,https://www.terrywhitechemmart.com.au/,,,-32.53552,115.742012,,,,,,,,,AUS,Terry White,EBO,EBO
TerryWhite Chemmart Manjimup,Chemist & Pharmacy Stores,Giblett Street 81,Manjimup,WA,6258,(08) 9771 1357,www.chemmart.com.au,Manjimup@TerryWhiteChemmart.com.au,,-34.24184,116.145594,,,,,,,,,AUS,Terry White,EBO,EBO
TerryWhite Chemmart Peel,Chemist & Pharmacy Stores,16 Sholl St,Mandurah,WA,6210,(08) 9535 2222,www.terrywhitechemmart.com.au,twcpeelpharmacy@gmail.com,,-32.532431,115.720934,90 625 765 001,,,,,Active,89 656 209 148,Business Name,AUS,Terry White,EBO,EBO
TerryWhite Chemmart Pharmacy Nelson Bay,Chemist & Pharmacy Stores,18 Stockton Rd,Nelson Bay,NSW,2315,(02) 4984 2445,,,,-32.72176,152.14356,,,,,,,,,AUS,Terry White,EBO,EBO
TerryWhite Chemmart Plumpton,Chemist & Pharmacy Stores,Shop T 20 Plumpton Marketplace Jersey Rd,Plumpton,NSW,2761,(02) 9832 1308,https://www.terrywhitechemmart.com.au/,,,-33.744145,150.835646,,,,,,Active,43 137 136 193,Business Name,AUS,Terry White,EBO,EBO
TerryWhite Chemmart Port Lincoln,Chemist & Pharmacy Stores,43 Liverpool St,Port Lincoln,SA,5606,(07) 3238 0222,www.terrywhitechemists.com.au,liverpool@sampsonschultz.com.au,,-34.722558,135.860933,,,,1959,Asthma management,,,,AUS,Terry White,EBO,EBO
TerryWhite Chemmart Prospect Vale,Chemist & Pharmacy Stores,Shop 16 350 Westbury Rd,Prospect Vale,TAS,7250,(03) 6344 3200,www.terrywhitechemmart.com.au,info@prospectvalechemmart.com.au,,-41.480474,147.125297,,,,2005,,Active,27 111 478 561,Business Name,AUS,Terry White,EBO,EBO
TerryWhite Chemmart Prospect Vale,Chemist & Pharmacy Stores,,Prospect Vale,TAS,7250,(03) 6344 3200,,,,-41.4809826,147.1263143,,,,,,Active,27 111 478 561,Business Name,AUS,Terry White,EBO,EBO
TerryWhite Chemmart Revesby,Chemist & Pharmacy Stores,Shop 16 19-29 Marco Ave,Revesby,NSW,2212,(02) 9773 8153,https://www.terrywhitechemmart.com.au/,Revesby@TerryWhiteChemmart.com.au,,-33.95218,151.01311,62 035 218 223,,,,Medication Packing,Active,62 035 218 223,Business Name,AUS,Terry White,EBO,EBO
TerryWhite Chemmart Rosny Park,Chemist & Pharmacy Stores,1/ 10 Bayfield St,Rosny Park,TAS,7018,(03) 6244 3921,https://www.terrywhitechemmart.com.au/,,,-42.866263,147.370462,,,,,,Active,28 629 209 981,Business Name,AUS,Terry White,EBO,EBO
TerryWhite Chemmart Sorell,Chemist & Pharmacy Stores,31 Gordon St,Sorell,TAS,7172,(03) 6265 1195,https://www.terrywhitechemmart.com.au,pharmacy@chemmartsorell.com.au,,-42.784539,147.56165,,,,,,,,,AUS,Terry White,EBO,EBO
TerryWhite Chemmart St Agnes,Chemist & Pharmacy Stores,St Agnes Shopping Centre 1244 North East Rd,St Agnes,SA,5097,(08) 8265 3522,www.terrywhitechemmart.com.au,stagnes@terrywhitechemmart.com.au,,-34.821661,138.71692,78 746 096 160,,,,,Active,42 637 097 824,Business Name,AUS,Terry White,EBO,EBO
TerryWhite Chemmart Strathfield,Chemist & Pharmacy Stores,Strathfield Plaza 17 18/11 The Boulevarde,Strathfield,NSW,2135,(02) 9746 6024,,,,-33.873008,151.093195,,,,,,,,,AUS,Terry White,EBO,EBO
Terrywhite Chemmart Torrensville,Chemist & Pharmacy Stores,165 Henley Beach Rd,Torrensville,SA,5031,(08) 8443 5155,www.terrywhitechemmart.com.au,torrensville@terrywhitechemmart.com.au,,-34.92418,138.56185,62 103 613 299,,1-Oct,1994,,,,,AUS,Terry White,EBO,EBO
TerryWhite Chemmart Traralgon,Chemist & Pharmacy Stores,65 Franklin St,Traralgon,VIC,3844,(03) 5174 2214,,,,-38.19673,146.537521,81 831 459 187,,1-Oct,,,,,,AUS,Terry White,EBO,EBO
TerryWhite Chemmart Upper Mount Gravatt,Chemist & Pharmacy Stores,Shop 12 1932 Logan Rd,Upper Mount Gravatt,QLD,4122,(07) 3849 7156,https://www.terrywhitechemmart.com.au/,uppermountgravatt@terrywhitechemmart.com.au,,-27.557664,153.080985,,,,,,,,,AUS,Terry White,EBO,EBO
TerryWhite Chemmart Warrandyte,Chemist & Pharmacy Stores,402 Heidelberg Warrandyte Rd,Warrandyte,VIC,3113,(03) 9844 2029,TerryWhiteChemmartPharmacy-Warrandyte,info@warrandytepharmacy.com.au,,-37.747599,145.207513,,,,,,,,,AUS,Terry White,EBO,EBO
TerryWhite Chemmart Winmalee,Chemist & Pharmacy Stores,"Shop 8 Winmalee Village Centre, Whitecross Rd",Winmalee,NSW,2777,(02) 4754 2718,www.chemmart.com.au/winmalee-chemmart-pharmacy/w2/i1004971/,winmalee@chemmartpharmacy.com.au,,-33.671423,150.609459,25 000 875 034,,,,Personal care,Active,45 620 154 592,Business Name,AUS,Terry White,EBO,EBO
TerryWhite Chemmart Winmalee,Chemist & Pharmacy Stores,,Winmalee,NSW,2777,(02) 4754 2718,,,,-33.6708194,150.6092575,,,,,,Active,45 620 154 592,Business Name,AUS,Terry White,EBO,EBO
TerryWhite Chemmart Woodcroft Plaza,Chemist & Pharmacy Stores,Shop 5 217 Pimpala Rd,Woodcroft,SA,5162,(08) 8322 8000,https://www.terrywhitechemmart.com.au/,woodcroftplaza@terrywhitechemmart.com.au,,-35.102736,138.554291,,,,,,Active,97 883 127 649,Business Name,AUS,Terry White,EBO,EBO
TerryWhite Chemmart Woodcroft Town Centre,Chemist & Pharmacy Stores,Woodcroft Shopping Centre Panalatinga Rd,Woodcroft,SA,5162,(08) 8325 1166,www.terrywhitechemmart.com.au,woodcrofttowncentre@terrywhitechemmart.com.au,,-35.114662,138.548444,,027 408 557,,,,Active,58 878 635 706,Business Name,AUS,Terry White,EBO,EBO
TerryWhite Chemmart Woodridge,Chemist & Pharmacy Stores,Parklands Plaza Shop 10 91-99 Ewing Rd,Woodridge,QLD,4114,(07) 3208 1373,https://www.terrywhitechemmart.com.au/,woodridge@twcmhealth.com.au,,-27.633094,153.109107,90 465 821 736,,1-Oct,1991,,Active,90 465 821 736,Business Name,AUS,Terry White,EBO,EBO
Thao Nguyen Pharmacy,Chemist & Pharmacy Stores,314 Main Rd,St Albans,VIC,3021,(03) 9367 3421,,,,-37.743994,144.801528,,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Thao Nguyen Pharmacy,Chemist & Pharmacy Stores,126 Hopkins St,Footscray,VIC,3011,(03) 9687 7350,,,,-37.799725,144.90077,,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
The Centre Pharmacy Sans Souci,Chemist & Pharmacy Stores,183 Ramsgate Rd,Ramsgate Beach,NSW,2217,(02) 9529 8728,,info@centrepharmacy.com.au,,-33.985801,151.143927,,,,,,Active,40 651 579 869,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
The Chemist @ Bay Village,Chemist & Pharmacy Stores,Shop 75 /Bateau Bay Square,Bateau Bay,NSW,2261,(02) 4332 5166,,bayvillage@thechemist.net.au,,-33.3890875,151.4733282,,,,,,Active,87 459 781 245,Other Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
The Chemist Cessnock,Chemist & Pharmacy Stores,52A Vincent St,Cessnock,NSW,2325,(02) 4990 1403,,,,-32.834679,151.356677,,,,,,Active,17 155 767 356,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
The Compounding Pharmacy Australia,Chemist & Pharmacy Stores,50 Avenue Rd,Mosman,NSW,2088,(02) 9960 3322,,info@tcpa.com.au,,-33.831839,151.237899,14 139 447 457,139 447 457,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
The Corso Pharmacy,Chemist & Pharmacy Stores,"Shop 5 Corsoleil, 8-28 The Corso",Manly,NSW,2095,(02) 9977 3433,,sue@corsopharmacymanly.com.au,,-33.79908,151.28507,13 311 675 517,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
The Downs Chemmart Pharmacy & News,Chemist & Pharmacy Stores,Bournemouth Crst,Wembley Downs,WA,6019,(08) 9341 3404,,,,-31.911144,115.772649,,,,,,,,,AUS,Chemmart,EBO,EBO
The Gap Day & Night Pharmacy,Chemist & Pharmacy Stores,974 Waterworks Rd,The Gap,QLD,4061,(07) 3300 1555,,thegap@blooms.net.au,,-27.446009,152.953109,72 524 123 009,,,,,Active,72 524 123 009,Trading Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
The Gap Discount Drug Store,Chemist & Pharmacy Stores,"Shop 14, The Gap Village Shopping Centre, 1000 Waterworks Rd",The Gap,QLD,4061,(07) 3300 4673,,,,-27.445937,152.952223,,,,,,,,,AUS,DDS,SIG,Mergeco
The Gap Village Discount Drug Store,Chemist & Pharmacy Stores,The Gap Village Shopng Cntr 1000 Waterworks Rd,The Gap,QLD,4061,(07) 3300 4673,,,,-27.44501,152.95246,,,,,,Active,94 702 969 455,Trading Name,AUS,DDS,SIG,Mergeco
The Junction Pharmacy,Chemist & Pharmacy Stores,203 Union St,The Junction,NSW,2291,(02) 4961 1313,,,,-32.938437,151.759016,,,,,,Active,81 606 879 987,Trading Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
The Lakes Pharmacy,Chemist & Pharmacy Stores,Shop 8/ 2 The Promenade,South Morang,VIC,3752,(03) 9408 3222,,,,-37.637675,145.068936,,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
The Mill Pharmacy,Chemist & Pharmacy Stores,225 Wickham Terrace,Spring Hill,QLD,4000,(07) 3839 1636,,,,-27.46511,153.02327,,,,,,Active,76 605 179 101,Trading Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
The National Pharmacy Service,Chemist & Pharmacy Stores,359 Liverpool Rd,Strathfield,NSW,2135,(02) 9642 3613,,,,-33.887368,151.091857,,,,,,Active,14 106 021 452,Business Name,AUS,National Pharmacies,Nat Pharm,Nat Pharm
The Oaks Village Pharmacy,Chemist & Pharmacy Stores,3/ 67 John St,The Oaks,NSW,2570,(02) 4657 1387,www.theoaksvillagepharmacy.com.au,theoaksvillagepharmacy@hotmail.com,,-34.07851,150.57038,,,,,Wide variety of beauty products and sundries,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
The Old Mill Pharmacy,Chemist & Pharmacy Stores,15 Mends St,South Perth,WA,6151,(08) 9367 1185,,,,-31.972475,115.852139,,,,,,Active,53 940 277 871,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
The Pharmacy Network,Chemist & Pharmacy Stores,,Canberra,ACT,2601,(02) 6249 8239,,,,-35.28078181,149.131396,,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
THE PHARMACY ON NORTHBOURNE,Chemist & Pharmacy Stores,Corner Alinga St and Northbourne Ave Jolimont Centre,Canberra City,ACT,2601,(02) 6162 1133,http://www.thepharmacynetwork.com.au/,thepharmacynetwork@develin.com.au,,-35.28078181,149.131396,76 013 667 102,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
The Strand Amcal Chempro Chemist,Chemist & Pharmacy Stores,The Strand Shopping Centre Lvl 1/ Shop 140 Griffith St,Coolangatta,QLD,4225,(07) 5599 4041,,,,-28.168681,153.539426,,,,,,,,,AUS,Amcal,SIG,Mergeco
The Torquay Pharmacy,Chemist & Pharmacy Stores,18 GIlbert St,Torquay,VIC,3228,(03) 5261 2270,,,,-38.331798,144.324213,,,,,,Active,42 131 224 792,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
The Village Pharmacy,Chemist & Pharmacy Stores,Burnside Village Shopping Centre Shop 111 447 Portrush Rd,Glenside,SA,5065,(08) 8379 7991,https://www.thevillagepharmacy.com.au/password,enquiries@thevillagepharmacy.com.au,,-34.94142,138.6418,,,,,,Active,80 331 713 198,Entity Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
The Village Pharmacy Lindfield,Chemist & Pharmacy Stores,19- 21 Lindfield Ave,Lindfield,NSW,2070,(02) 9416 7550,,villagepharm.lindfield@nunet.com.au,,-33.77491,151.16949,,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
The Yass Pharmacy,Chemist & Pharmacy Stores,104 Comur St,Yass,NSW,2582,(02) 6226 1003,,theyasspharmacy@nunet.com.au,,-34.841554,148.911508,,,,,,Active,60 158 287 940,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Theodore Pharmacy,Chemist & Pharmacy Stores,Shop 3/ 72 The Bvd,Theodore,QLD,4719,(07) 4993 2413,https://www.facebook.com/theodorepharmacy/,,,-24.945902,150.076265,,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
ThePharmacy,Chemist & Pharmacy Stores,118 Elswick St,Leichhardt,NSW,2040,1300 843 742,http://www.thepharmacy.com.au,contactus@thepharmacy.com.au,,-33.884013,151.1517,99 470 945 296,,,,Cosmetics,Active,99 470 945 296,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Think Mobility Pty Ltd,Chemist & Pharmacy Stores,3/ 956 Gympie Rd,Chermside,QLD,4032,(07) 3350 3637,www.thinkmobility.com.au,syd@thinkparmacy.com.au,,-27.381987,153.029416,25 100 116 649,,201-500,2014,,Active,35 168 540 252,Entity Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Think Mobility Pty Ltd,Chemist & Pharmacy Stores,2037 Sandgate Rd,Virginia,QLD,4014,1300 881 968,www.thinkmobility.com.au,sales@thinkmobility.com.au,,-27.36945,153.062853,25 100 116 649,,201-500,2014,,Active,35 168 540 252,Entity Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Think Pharmacy Aspley,Chemist & Pharmacy Stores,1311 Gympie Rd,Aspley,QLD,4034,(07) 3263 1957,www.thinkpharmacy.com.au,aspleymanager@thinkpharmacy.com.au,,-27.36431,153.017691,25 100 116 649,,201-500,2014,,Active,39 963 838 106,Other Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Think Pharmacy Collingwood,Chemist & Pharmacy Stores,111-115 Langridge St,Collingwood,VIC,3066,(03) 8417 6000,www.thinkpharmacy.com.au,collingwoodmanager@thinkpharmacy.com.au,,-37.807065,144.988811,25 100 116 649,,201-500,2014,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Think Pharmacy Kippa Ring,Chemist & Pharmacy Stores,Shop 72/ Cnr Anzac &amp; Boardman Rds,Kippa Ring,QLD,4021,(07) 3283 3266,www.thinkpharmacy.com.au,kipparingmanager@thinkpharmacy.com.au,,-27.226195,153.084552,25 100 116 649,,201-500,2014,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Think Pharmacy Nerang,Chemist & Pharmacy Stores,1/ 11-13 Station St,Nerang,QLD,4211,(07) 5596 2200,www.thinkpharmacy.com.au,syd@thinkparmacy.com.au,,-27.994034,153.339276,25 100 116 649,,201-500,2014,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Think Pharmacy Orange,Chemist & Pharmacy Stores,,Orange,NSW,2800,(02) 6361 0680,www.thinkpharmacy.com.au,thinkorange@telairmail.com.au,,-33.2835775,149.1012702,25 100 116 649,,201-500,2014,,Active,52 240 880 440,Other Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Think Pharmacy Oxley,Chemist & Pharmacy Stores,169 Seventeen Mile Rd,Oxley,QLD,4075,(07) 3217 0243,www.thinkpharmacy.com.au,syd@thinkparmacy.com.au,,-27.55221,152.963766,25 100 116 649,,201-500,2014,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Think Pharmacy Redcliffe,Chemist & Pharmacy Stores,Shop 7 Redcliffe Gardens Cnr Ashmole and Porter St,Redcliffe,QLD,4020,(07) 3880 1000,,,,-27.224716,153.098049,,,,,,Active,11 782 563 431,Trading Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Think Pharmacy Rockhampton,Chemist & Pharmacy Stores,,Rockhampton,QLD,4702,(07) 4927 3609,www.thinkpharmacy.com.au,syd@thinkparmacy.com.au,,-23.3769402,150.5109811,25 100 116 649,,201-500,2014,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Think Pharmacy Rushcutters Bay,Chemist & Pharmacy Stores,73 Bayswater Rd,Rushcutters Bay,NSW,2011,(02) 9360 6135,www.thinkpharmacy.com.au,ruchcutters@thinkpharmacy.com.au,,-33.875907,151.225199,25 100 116 649,,201-500,2014,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Think Pharmacy Sunnybank Hills,Chemist & Pharmacy Stores,,Sunnybank Hills,QLD,4109,(07) 3711 3570,www.thinkpharmacy.com.au,thinksunnybank@telairmail.com.au,,-27.60057067,153.0531235,25 100 116 649,,201-500,2014,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Thirlmere Pharmacy,Chemist & Pharmacy Stores,29 Oaks St,Thirlmere,NSW,2572,(02) 4683 2866,,,,-34.20361,150.5695,,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Thirroul King Street Chemist,Chemist & Pharmacy Stores,Shop 11 King St,Thirroul,NSW,2515,(02) 4268 4711,,,,-34.31467285,150.9225443,,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Thomas & Chong Pharmacies,Chemist & Pharmacy Stores,2 Frederick St,Castlemaine,VIC,3450,(03) 5472 1872,,,,-37.065417,144.218089,,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Thompson Road Pharmacist Advice,Chemist & Pharmacy Stores,2 Woodbine Rd,Cranbourne North,VIC,3977,(03) 5991 7621,www.thompsonparkwaypharmacy.com.au,,,-38.082103,145.279686,,,,,,Active,82 986 494 604,Business Name,AUS,Pharmacist Advice,API,API
Thompsons Pharmacy,Chemist & Pharmacy Stores,962- 964 Main Rd,Eltham,VIC,3095,(03) 9439 9249,,,,-37.71397,145.14884,,,,,,Active,31 509 297 427,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Thompsons Pharmacy,Chemist & Pharmacy Stores,97 Main Rd,Lower Plenty,VIC,3093,(03) 9435 2356,,,,-37.727101,145.11278,,,,,,Active,31 509 297 427,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Thomsons' Pharmacy,Chemist & Pharmacy Stores,West St,Toowoomba,QLD,4350,(07) 4632 6722,,,,-27.558834,151.943522,,,,,,Active,79 641 981 464,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Thomsons Lake Pharmacy,Chemist & Pharmacy Stores,2/ 850 North Lake Rd,Cockburn Central,WA,6164,(08) 9417 3170,,,,-32.12174,115.84967,,,,,,Active,67 293 231 239,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Thomsons Pharmacy,Chemist & Pharmacy Stores,Cnr Campbell and West Sts,Newtown,QLD,4350,(07) 4632 6722,www.thomsonspharmacy.com.au/,admin@thomsonspharmacy.com,,-27.55396,151.944442,78 578 280 970,,,,,Active,79 641 981 464,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Thornlands Pharmacy,Chemist & Pharmacy Stores,2/ 3 Cleveland Redland Bay Rd,Thornlands,QLD,4164,(07) 3488 2266,https://thornlandspharmacy.com.au/,pharmacist@thornlandspharmacy.com.au,,-27.54879,153.265461,39 962 645 046,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Thornleigh Discount Drug Store,Chemist & Pharmacy Stores,Shop 8 Thornleigh Marketplace 2-12 The Comenarra Pkwy,Thornleigh,NSW,2120,(02) 9484 1664,www.discountdrugstores.com.au,thornleigh@discountdrugstores.com.au,,-33.732309,151.086971,,,,2001,,Active,93 760 332 387,Business Name,AUS,DDS,SIG,Mergeco
Thornlie Square Soul Pattinson Chemist,Chemist & Pharmacy Stores,"Shop 18, Thornlie Square Shopping Centre, Cnr Thornlie Ave. and Spencer Rd.",Thornlie,WA,6108,(08) 9459 2611,www.soulpattinson.com.au,thornliesq@eftel.net.au,,-32.05612,115.96241,40 730 978 160,,,1910,Home medication reviews,Active,55 811 678 138,Business Name,AUS,Soul Pattinson Chemist,API,API
Thornton Discount Drug Store,Chemist & Pharmacy Stores,Cnr Thomas Coke Dr and Taylor Ave,Thornton,NSW,2322,(02) 4966 5359,www.discountdrugstores.com.au,forestlakes@discountdrugstores.com.au,,-32.776911,151.638813,,,,2001,,Active,58 137 100 540,Business Name,AUS,DDS,SIG,Mergeco
Thornton Discount Drug Store,Chemist & Pharmacy Stores,Thornton Shopping Centre 20-21 Taylor Ave,Thornton,NSW,2322,(02) 4966 5359,,,,-32.775413,151.637453,,,,,,Active,58 137 100 540,Business Name,AUS,DDS,SIG,Mergeco
Thrift Chemists,Chemist & Pharmacy Stores,102 Briens Rd,Northmead,NSW,2152,(02) 9683 0651,,,,-33.7976,150.98871,,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Thrive Pharmacy & Diabetes Management Annandale,Chemist & Pharmacy Stores,Shop 9/ 56-60 Yolanda Dr,Annandale,QLD,4814,(07) 4775 6635,,annphcy@bigpond.net.au,,-19.313958,146.771294,,,,,,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Thurgoona Family Pharmacy,Chemist & Pharmacy Stores,Shop 12 10 Shuter Ave,Thurgoona,NSW,2640,(02) 6043 1444,,pharm@tpg.com.au,,-36.04343,146.990491,,,,2002,,Active,67 684 297 614,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Thurgoona Family Pharmacy,Chemist & Pharmacy Stores,Shop 12 Thurgoona Plaza 10 Shuter Ave,Thurgoona,NSW,2640,(02) 6043 1444,,,,-36.04343,146.990491,,,,,,Active,67 684 297 614,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Thuringowa Village Discount Drug Store,Chemist & Pharmacy Stores,Shop 7 320 Thuringowa Rd,Kirwan,QLD,4817,(07) 4773 2520,www.discountdrugstores.com.au,thuringowavillage@discountdrugstores.com.au,,-19.288361,146.738895,,,,2001,,Active,58 678 636 246,Business Name,AUS,DDS,SIG,Mergeco
Thursday Island Pharmacy,Chemist & Pharmacy Stores,96 Douglas St,Thursday Island,QLD,4875,(07) 4069 1411,,,,-10.58328,142.218519,,,,,,Active,32 781 986 259,Business Name,AUS,Independents & Minors,Independents & Minors,Independents & Minors
Tim Logan's Nambour Pharmacy,Chemist & Pharmacy Stores,"Nambour Central, Cnr Lowe and Anne St",Nambour,QLD,4560,(07) 5441 1417,,nambour@guardianpharm.net,,-26.6257955,152.96047,56 079 708 477,079 708 477,1-Oct,,Advice,,,,AUS,Independents & Minors,Independents & Minors,Independents & Minors
